"","Down","FP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"34",2,34,1.63913377870097,1.53533357398995,1.43153336927893,1.32773316456791,1.22393295985689,1.12013275514587,1.01633255043485,0.91253234572383,0.808732141012809,0.704931936301789,0.601131731590768,0.497331526879748,0.393531322168727,0.289731117457707,0.185930912746686,0.0821307080356657,-0.0216694966753548,-0.125469701386375,-0.229269906097396,-0.333070110808416
"35",2,35,1.69814993681822,1.5943497321072,1.49054952739618,1.38674932268516,1.28294911797414,1.17914891326312,1.0753487085521,0.971548503841078,0.867748299130058,0.763948094419037,0.660147889708017,0.556347684996996,0.452547480285976,0.348747275574955,0.244947070863935,0.141146866152914,0.0373466614418936,-0.0664535432691271,-0.170253747980147,-0.274053952691168
"36",2,36,1.75716609493547,1.65336589022445,1.54956568551343,1.44576548080241,1.34196527609139,1.23816507138037,1.13436486666935,1.03056466195833,0.926764457247306,0.822964252536285,0.719164047825265,0.615363843114244,0.511563638403224,0.407763433692203,0.303963228981182,0.200163024270162,0.0963628195591415,-0.00743738515187919,-0.111237589862899,-0.21503779457392
"37",2,37,1.81618225305272,1.7123820483417,1.60858184363068,1.50478163891966,1.40098143420864,1.29718122949762,1.1933810247866,1.08958082007557,0.985780615364554,0.881980410653534,0.778180205942513,0.674380001231492,0.570579796520472,0.466779591809451,0.362979387098431,0.25917918238741,0.15537897767639,0.0515787729653692,-0.0522214317456511,-0.156021636456671
"38",2,38,1.87519841116997,1.77139820645895,1.66759800174793,1.56379779703691,1.45999759232588,1.35619738761486,1.25239718290384,1.14859697819282,1.0447967734818,0.940996568770782,0.837196364059761,0.733396159348741,0.62959595463772,0.5257957499267,0.421995545215679,0.318195340504659,0.214395135793638,0.110594931082618,0.00679472637159728,-0.097005478339423
"39",2,39,1.93421456928721,1.83041436457619,1.72661415986517,1.62281395515415,1.51901375044313,1.41521354573211,1.31141334102109,1.20761313631007,1.10381293159905,1.00001272688803,0.896212522177009,0.792412317465989,0.688612112754968,0.584811908043948,0.481011703332927,0.377211498621907,0.273411293910886,0.169611089199865,0.0658108844888452,-0.037989320222175
"40",2,40,1.99323072740446,1.88943052269344,1.78563031798242,1.6818301132714,1.57802990856038,1.47422970384936,1.37042949913834,1.26662929442732,1.1628290897163,1.05902888500528,0.955228680294258,0.851428475583237,0.747628270872217,0.643828066161196,0.540027861450175,0.436227656739155,0.332427452028135,0.228627247317114,0.124827042606094,0.0210268378950733
"41",2,41,2.05224688552171,1.94844668081069,1.84464647609967,1.74084627138865,1.63704606667763,1.53324586196661,1.42944565725559,1.32564545254457,1.22184524783355,1.11804504312253,1.01424483841151,0.910444633700485,0.806644428989465,0.702844224278444,0.599044019567424,0.495243814856403,0.391443610145383,0.287643405434362,0.183843200723342,0.0800429960123217
"42",2,42,2.11126304363896,2.00746283892794,1.90366263421692,1.7998624295059,1.69606222479488,1.59226202008386,1.48846181537284,1.38466161066182,1.2808614059508,1.17706120123977,1.07326099652875,0.969460791817734,0.865660587106713,0.761860382395693,0.658060177684672,0.554259972973652,0.450459768262631,0.346659563551611,0.24285935884059,0.13905915412957
"43",2,43,2.17027920175621,2.06647899704519,1.96267879233417,1.85887858762315,1.75507838291213,1.65127817820111,1.54747797349008,1.44367776877906,1.33987756406804,1.23607735935702,1.132277154646,1.02847694993498,0.924676745223961,0.820876540512941,0.71707633580192,0.6132761310909,0.509475926379879,0.405675721668858,0.301875516957838,0.198075312246818
